Year,Month,DPM_t_C_ha,RPM_t_C_ha,BIO_t_C_ha,HUM_t_C_ha,IOM_t_C_ha,SOC_t_C_ha,deltaC
1,7752,0.18739264886697632,2.5714820435483094,0.35577381522683427,13.51684842817275,2.523959572409693,19.155456508224564,-136.2418386531642
2025,12,0.18739264886697632,2.5714820435483094,0.3557738118386237,13.516847458862875,2.523959572409693,19.155455535526478,-136.24184231860693
2026,12,0.18739264886697632,2.5714820435483094,0.355773808514456,13.516846507874579,2.523959572409693,19.155454581214016,-136.24184590896394
2027,12,0.18739264886697632,2.5714820435483094,0.35577380525312063,13.516845574861552,2.523959572409693,19.15545364493965,-136.2418494257651
2028,12,0.18739264886697632,2.5714820435483094,0.35577380205342984,13.516844659484038,2.523959572409693,19.155452726362448,-136.24185287050972
2029,12,0.18739264886697632,2.5714820435483094,0.3557737989142185,13.516843761408694,2.523959572409693,19.155451825147892,-136.241856244665
2030,12,0.18739264886697632,2.5714820435483094,0.35577379583434393,13.516842880308467,2.523959572409693,19.15545094096779,-136.24185954966904
2031,12,0.18739264886697632,2.5714820435483094,0.3557737928126836,13.516842015862514,2.523959572409693,19.155450073500177,-136.24186278693162
2032,12,0.18739264886697632,2.5714820435483094,0.35577378984813807,13.516841167756033,2.523959572409693,19.15544922242915,-136.24186595783405
2033,12,0.18739264886697632,2.5714820435483094,0.3557737869396272,13.516840335680183,2.523959572409693,19.15544838744479,-136.24186906372816
2034,12,0.18739264886697632,2.5714820435483094,0.35577378408609217,13.516839519331954,2.523959572409693,19.155447568243027,-136.24187210593962
2035,12,0.18739264886697632,2.5714820435483094,0.3557737812864937,13.516838718414082,2.523959572409693,19.155446764525557,-136.24187508576713
2036,12,0.18739264886697632,2.5714820435483094,0.3557737785398127,13.51683793263489,2.523959572409693,19.155445975999683,-136.24187800448263
2037,12,0.18739264886697632,2.5714820435483094,0.3557737758450483,13.516837161708244,2.523959572409693,19.15544520237827,-136.241880863332
2038,12,0.18739264886697632,2.5714820435483094,0.3557737732012193,13.516836405353398,2.523959572409693,19.155444443379597,-136.24188366353619
2039,12,0.18739264886697632,2.5714820435483094,0.3557737706073633,13.516835663294927,2.523959572409693,19.15544369872727,-136.24188640629075
2040,12,0.18739264886697632,2.5714820435483094,0.3557737680625354,13.516834935262597,2.523959572409693,19.155442968150112,-136.24188909276847
2041,12,0.18739264886697632,2.5714820435483094,0.3557737655658092,13.516834220991303,2.523959572409693,19.15544225138209,-136.24189172411772
2042,12,0.18739264886697632,2.5714820435483094,0.35577376311627523,13.516833520220926,2.523959572409693,19.15544154816218,-136.24189430146183
2043,12,0.18739264886697632,2.5714820435483094,0.35577376071304134,13.51683283269628,2.523959572409693,19.1554408582343,-136.2418968259037
2044,12,0.18739264886697632,2.5714820435483094,0.35577375835523245,13.516832158167007,2.523959572409693,19.15544018134722,-136.24189929852292
2045,12,0.18739264886697632,2.5714820435483094,0.3557737560419903,13.516831496387464,2.523959572409693,19.155439517254436,-136.24190172037765
2046,12,0.18739264886697632,2.5714820435483094,0.35577375377247245,13.516830847116658,2.523959572409693,19.15543886571411,-136.24190409250292
2047,12,0.18739264886697632,2.5714820435483094,0.35577375154585217,13.51683021011816,2.523959572409693,19.155438226488993,-136.24190641591449
2048,12,0.18739264886697632,2.5714820435483094,0.3557737493613191,13.516829585159998,2.523959572409693,19.155437599346296,-136.24190869160714
2049,12,0.18739264886697632,2.5714820435483094,0.35577374721807664,13.516828972014597,2.523959572409693,19.155436984057655,-136.24191092055437
2050,12,0.18739264886697632,2.5714820435483094,0.35577374511534576,13.516828370458663,2.523959572409693,19.15543638039899,-136.2419131037119
2051,12,0.18739264886697632,2.5714820435483094,0.3557737430523596,13.516827780273143,2.523959572409693,19.155435788150484,-136.2419152420138
2052,12,0.18739264886697632,2.5714820435483094,0.35577374102836745,13.516827201243116,2.523959572409693,19.155435207096463,-136.24191733637647
2053,12,0.18739264886697632,2.5714820435483094,0.3557737390426319,13.516826633157725,2.523959572409693,19.155434637025337,-136.24191938769735
2054,12,0.18739264886697632,2.5714820435483094,0.3557737370944298,13.51682607581011,2.523959572409693,19.15543407772952,-136.24192139685653
2055,12,0.18739264886697632,2.5714820435483094,0.35577373518305266,13.516825528997288,2.523959572409693,19.15543352900532,-136.2419233647144
2056,12,0.18739264886697632,2.5714820435483094,0.3557737333078033,13.516824992520142,2.523959572409693,19.155432990652926,-136.24192529211476
2057,12,0.18739264886697632,2.5714820435483094,0.35577373146799995,13.51682446618331,2.523959572409693,19.15543246247629,-136.24192717988527
2058,12,0.18739264886697632,2.5714820435483094,0.35577372966297155,13.516823949795125,2.523959572409693,19.155431944283077,-136.24192902883482
2059,12,0.18739264886697632,2.5714820435483094,0.3557737278920611,13.516823443167544,2.523959572409693,19.155431435884584,-136.24193083975754
2060,12,0.18739264886697632,2.5714820435483094,0.3557737261546242,13.516822946116072,2.523959572409693,19.155430937095677,-136.2419326134311
2061,12,0.18739264886697632,2.5714820435483094,0.355773724450027,13.516822458459709,2.523959572409693,19.155430447734716,-136.2419343506164
2062,12,0.18739264886697632,2.5714820435483094,0.35577372277764996,13.516821980020863,2.523959572409693,19.155429967623494,-136.24193605206014
2063,12,0.18739264886697632,2.5714820435483094,0.35577372113688355,13.516821510625306,2.523959572409693,19.155429496587168,-136.24193771849212
2064,12,0.18739264886697632,2.5714820435483094,0.3557737195271304,13.516821050102115,2.523959572409693,19.155429034454226,-136.2419393506298
